Code,Libellé
J61.10Z,Télécommunications filaires
J61.20Z,Télécommunications sans fil
J61.30Z,Télécommunications par satellite
J61.90Z,Autres activités de télécommunication
J62.01Z,Programmation informatique
J62.02A,Conseil en systèmes et logiciels informatiques
J62.02B,Tierce maintenance de systèmes et d'applications informatiques
J62.03Z,Gestion d'installations informatiques
J62.09Z,Autres activités informatiques
J63.11Z,"Traitement de données, hébergement et activités connexes"
J63.12Z,Portails Internet
J63.91Z,Activités des agences de presse
J63.99Z,Autres services d'information n.c.a.
K64.11Z,Activités de banque centrale
K64.19Z,Autres intermédiations monétaires
K64.20Z,Activités des sociétés holding
K64.30Z,Fonds de placement et entités financières similaires
K64.91Z,Crédit-bail
K64.92Z,Autre distribution de crédit
K64.99Z,"Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a."
K65.11Z,Assurance vie
K65.12Z,Autres assurances
K65.20Z,Réassurance
K65.30Z,Caisses de retraite
K66.11Z,Administration de marchés financiers
K66.12Z,Courtage de valeurs mobilières et de marchandises
K66.19A,Supports juridiques de gestion de patrimoine mobilier
K66.19B,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a."
K66.21Z,Évaluation des risques et dommages
K66.22Z,Activités des agents et courtiers d'assurances
K66.29Z,Autres activités auxiliaires d'assurance et de caisses de retraite
K66.30Z,Gestion de fonds
L68.10Z,Activités des marchands de biens immobiliers
L68.20A,Location de logements
L68.20B,Location de terrains et d'autres biens immobiliers
L68.31Z,Agences immobilières
L68.32A,Administration d'immeubles et autres biens immobiliers
L68.32B,Supports juridiques de gestion de patrimoine immobilier
M69.10Z,Activités juridiques
M69.20Z,Activités comptables
M70.10Z,Activités des sièges sociaux
M70.21Z,Conseil en relations publiques et communication
M70.22Z,Conseil pour les affaires et autres conseils de gestion
M71.11Z,Activités d'architecture
M71.12A,Activité des géomètres
M71.12B,"Ingénierie, études techniques"
M71.20A,Contrôle technique automobile
M71.20B,"Analyses, essais et inspections techniques"
M72.11Z,Recherche-développement en biotechnologie
M72.19Z,Recherche-développement en autres sciences physiques et naturelles
M72.20Z,Recherche-développement en sciences humaines et sociales
M73.11Z,Activités des agences de publicité
M73.12Z,Régie publicitaire de médias
M73.20Z,Études de marché et sondages
M74.10Z,Activités spécialisées de design
M74.20Z,Activités photographiques
M74.30Z,Traduction et interprétation
M74.90A,Activité des économistes de la construction
M74.90B,"Activités spécialisées, scientifiques et techniques diverses"
M75.00Z,Activités vétérinaires
N77.11A,Location de courte durée de voitures et de véhicules automobiles légers
N77.11B,Location de longue durée de voitures et de véhicules automobiles légers
N77.12Z,Location et location-bail de camions
N77.21Z,Location et location-bail d'articles de loisirs et de sport
N77.22Z,Location de vidéocassettes et disques vidéo
N77.29Z,Location et location-bail d'autres biens personnels et domestiques
N77.31Z,Location et location-bail de machines et équipements agricoles
N77.32Z,Location et location-bail de machines et équipements pour la construction
N77.33Z,Location et location-bail de machines de bureau et de matériel informatique
N77.34Z,Location et location-bail de matériels de transport par eau
N77.35Z,Location et location-bail de matériels de transport aérien
N77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a."
N77.40Z,"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright"
N78.10Z,Activités des agences de placement de main-d'œuvre
N78.20Z,Activités des agences de travail temporaire
N78.30Z,Autre mise à disposition de ressources humaines
N79.11Z,Activités des agences de voyage
N79.12Z,Activités des voyagistes
N79.90Z,Autres services de réservation et activités connexes
N80.10Z,Activités de sécurité privée
N80.20Z,Activités liées aux systèmes de sécurité
N80.30Z,Activités d'enquête
N81.10Z,Activités combinées de soutien lié aux bâtiments
N81.21Z,Nettoyage courant des bâtiments
N81.22Z,Autres activités de nettoyage des bâtiments et nettoyage industriel
N81.29A,"Désinfection, désinsectisation, dératisation"
N81.29B,Autres activités de nettoyage n.c.a.
N81.30Z,Services d'aménagement paysager
N82.11Z,Services administratifs combinés de bureau
N82.19Z,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau"
N82.20Z,Activités de centres d'appels
N82.30Z,"Organisation de foires, salons professionnels et congrès"
N82.91Z,Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle
N82.92Z,Activités de conditionnement
N82.99Z,Autres activités de soutien aux entreprises n.c.a.
O84.11Z,Administration publique générale
O84.12Z,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
O84.13Z,Administration publique (tutelle) des activités économiques
O84.21Z,Affaires étrangères
O84.22Z,Défense
O84.23Z,Justice
O84.24Z,Activités d'ordre public et de sécurité
O84.25Z,Services du feu et de secours
O84.30A,Activités générales de sécurité sociale
O84.30B,Gestion des retraites complémentaires
O84.30C,Distribution sociale de revenus
P85.10Z,Enseignement pré-primaire
P85.20Z,Enseignement primaire
P85.31Z,Enseignement secondaire général
P85.32Z,Enseignement secondaire technique ou professionnel
P85.41Z,Enseignement post-secondaire non supérieur
P85.42Z,Enseignement supérieur
P85.51Z,Enseignement de disciplines sportives et d'activités de loisirs
P85.52Z,Enseignement culturel
P85.53Z,Enseignement de la conduite
P85.59A,Formation continue d'adultes
P85.59B,Autres enseignements
P85.60Z,Activités de soutien à l'enseignement
Q86.10Z,Activités hospitalières
Q86.21Z,Activité des médecins généralistes
Q86.22A,Activités de radiodiagnostic et de radiothérapie
Q86.22B,Activités chirurgicales
Q86.22C,Autres activités des médecins spécialistes
Q86.23Z,Pratique dentaire
Q86.90A,Ambulances
Q86.90B,Laboratoires d'analyses médicales
Q86.90C,Centres de collecte et banques d'organes
Q86.90D,Activités des infirmiers et des sages-femmes
Q86.90E,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues"
Q86.90F,Activités de santé humaine non classées ailleurs
Q87.10A,Hébergement médicalisé pour personnes âgées
Q87.10B,Hébergement médicalisé pour enfants handicapés
Q87.10C,Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé
Q87.20A,Hébergement social pour handicapés mentaux et malades mentaux
Q87.20B,Hébergement social pour toxicomanes
Q87.30A,Hébergement social pour personnes âgées
Q87.30B,Hébergement social pour handicapés physiques
Q87.90A,Hébergement social pour enfants en difficultés
Q87.90B,Hébergement social pour adultes et familles en difficultés et autre hébergement social
Q88.10A,Aide à domicile
Q88.10B,Accueil ou accompagnement sans hébergement d'adultes handicapés ou de personnes âgées
Q88.10C,Aide par le travail
Q88.91A,Accueil de jeunes enfants
Q88.91B,Accueil ou accompagnement sans hébergement d'enfants handicapés
Q88.99A,Autre accueil ou accompagnement sans hébergement d'enfants et d'adolescents
Q88.99B,Action sociale sans hébergement n.c.a.
R90.01Z,Arts du spectacle vivant
R90.02Z,Activités de soutien au spectacle vivant
R90.03A,Création artistique relevant des arts plastiques
R90.03B,Autre création artistique
R90.04Z,Gestion de salles de spectacles
R91.01Z,Gestion des bibliothèques et des archives
R91.02Z,Gestion des musées
R91.03Z,Gestion des sites et monuments historiques et des attractions touristiques similaires
R91.04Z,Gestion des jardins botaniques et zoologiques et des réserves naturelles
R92.00Z,Organisation de jeux de hasard et d'argent
R93.11Z,Gestion d'installations sportives
R93.12Z,Activités de clubs de sports
R93.13Z,Activités des centres de culture physique
R93.19Z,Autres activités liées au sport
R93.21Z,Activités des parcs d'attractions et parcs à thèmes
R93.29Z,Autres activités récréatives et de loisirs
S94.11Z,Activités des organisations patronales et consulaires
S94.12Z,Activités des organisations professionnelles
S94.20Z,Activités des syndicats de salariés
S94.91Z,Activités des organisations religieuses
S94.92Z,Activités des organisations politiques
S94.99Z,Autres organisations fonctionnant par adhésion volontaire
S95.11Z,Réparation d'ordinateurs et d'équipements périphériques
S95.12Z,Réparation d'équipements de communication
S95.21Z,Réparation de produits électroniques grand public
S95.22Z,Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin
S95.23Z,Réparation de chaussures et d'articles en cuir
S95.24Z,Réparation de meubles et d'équipements du foyer
S95.25Z,Réparation d'articles d'horlogerie et de bijouterie
S95.29Z,Réparation d'autres biens personnels et domestiques
S96.01A,Blanchisserie-teinturerie de gros
S96.01B,Blanchisserie-teinturerie de détail
S96.02A,Coiffure
S96.02B,Soins de beauté
S96.03Z,Services funéraires
S96.04Z,Entretien corporel
S96.09Z,Autres services personnels n.c.a.
T97.00Z,Activités des ménages en tant qu'employeurs de personnel domestique
T98.10Z,Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre
T98.20Z,Activités indifférenciées des ménages en tant que producteurs de services pour usage propre
U99.00Z,Activités des organisations et organismes extraterritoriaux
