Code,Libellé
F42.13B - Construction et entretien de tunnels,Construction et entretien de tunnels
F42.21Z - Construction de réseaux pour fluides,Construction de réseaux pour fluides
F42.22Z - Construction de réseaux électriques et de télécommunications,Construction de réseaux électriques et de télécommunications
F42.91Z - Construction d'ouvrages maritimes et fluviaux,Construction d'ouvrages maritimes et fluviaux
F42.99Z - Construction d'autres ouvrages de génie civil n.c.a.,Construction d'autres ouvrages de génie civil n.c.a.
F43.11Z - Travaux de démolition,Travaux de démolition
F43.12A - Travaux de terrassement courants et travaux préparatoires,Travaux de terrassement courants et travaux préparatoires
F43.12B - Travaux de terrassement spécialisés ou de grande masse,Travaux de terrassement spécialisés ou de grande masse
F43.13Z - Forages et sondages,Forages et sondages
F43.21A - Travaux d'installation électrique dans tous locaux,Travaux d'installation électrique dans tous locaux
F43.21B - Travaux d'installation électrique sur la voie publique,Travaux d'installation électrique sur la voie publique
F43.22A - Travaux d'installation d'eau et de gaz en tous locaux,Travaux d'installation d'eau et de gaz en tous locaux
F43.22B - Travaux d'installation d'équipements thermiques et de climatisation,Travaux d'installation d'équipements thermiques et de climatisation
F43.29A - Travaux d'isolation,Travaux d'isolation
F43.29B - Autres travaux d'installation n.c.a.,Autres travaux d'installation n.c.a.
F43.31Z - Travaux de plâtrerie,Travaux de plâtrerie
F43.32A - Travaux de menuiserie bois et PVC,Travaux de menuiserie bois et PVC
F43.32B - Travaux de menuiserie métallique et serrurerie,Travaux de menuiserie métallique et serrurerie
F43.32C - Agencement de lieux de vente,Agencement de lieux de vente
F43.33Z - Travaux de revêtement des sols et des murs,Travaux de revêtement des sols et des murs
F43.34Z - Travaux de peinture et vitrerie,Travaux de peinture et vitrerie
F43.39Z - Autres travaux de finition,Autres travaux de finition
F43.91A - Travaux de charpente,Travaux de charpente
F43.91B - Travaux de couverture par éléments,Travaux de couverture par éléments
F43.99A - Travaux d'étanchéification,Travaux d'étanchéification
F43.99B - Travaux de montage de structures métalliques,Travaux de montage de structures métalliques
F43.99C - Travaux de maçonnerie générale et gros œuvre de bâtiment,Travaux de maçonnerie générale et gros œuvre de bâtiment
F43.99D - Autres travaux spécialisés de construction,Autres travaux spécialisés de construction
F43.99E - Location avec opérateur de matériel de construction,Location avec opérateur de matériel de construction
G45.11Z - Commerce de voitures et de véhicules automobiles légers,Commerce de voitures et de véhicules automobiles légers
G45.19Z - Commerce d'autres véhicules automobiles,Commerce d'autres véhicules automobiles
G45.20A - Entretien et réparation de véhicules automobiles légers,Entretien et réparation de véhicules automobiles légers
G45.20B - Entretien et réparation d'autres véhicules automobiles,Entretien et réparation d'autres véhicules automobiles
G45.31Z - Commerce de gros d'équipements automobiles,Commerce de gros d'équipements automobiles
G45.32Z - Commerce de détail d'équipements automobiles,Commerce de détail d'équipements automobiles
G45.40Z - Commerce et réparation de motocycles,Commerce et réparation de motocycles
"G46.11Z - Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis","Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis"
G46.12A - Centrales d'achat de carburant,Centrales d'achat de carburant
"G46.12B - Autres intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques","Autres intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques"
G46.13Z - Intermédiaires du commerce en bois et matériaux de construction,Intermédiaires du commerce en bois et matériaux de construction
"G46.14Z - Intermédiaires du commerce en machines, équipements industriels, navires et avions","Intermédiaires du commerce en machines, équipements industriels, navires et avions"
"G46.15Z - Intermédiaires du commerce en meubles, articles de ménage et quincaillerie","Intermédiaires du commerce en meubles, articles de ménage et quincaillerie"
"G46.16Z - Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir","Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir"
G46.17A - Centrales d'achat alimentaires,Centrales d'achat alimentaires
"G46.17B - Autres intermédiaires du commerce en denrées, boissons et tabac","Autres intermédiaires du commerce en denrées, boissons et tabac"
G46.18Z - Intermédiaires spécialisés dans le commerce d'autres produits spécifiques,Intermédiaires spécialisés dans le commerce d'autres produits spécifiques
G46.19A - Centrales d'achat non alimentaires,Centrales d'achat non alimentaires
G46.19B - Autres intermédiaires du commerce en produits divers,Autres intermédiaires du commerce en produits divers
"G46.21Z - Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail","Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail"
G46.22Z - Commerce de gros (commerce interentreprises) de fleurs et plantes,Commerce de gros (commerce interentreprises) de fleurs et plantes
G46.23Z - Commerce de gros (commerce interentreprises) d'animaux vivants,Commerce de gros (commerce interentreprises) d'animaux vivants
G46.24Z - Commerce de gros (commerce interentreprises) de cuirs et peaux,Commerce de gros (commerce interentreprises) de cuirs et peaux
G46.31Z - Commerce de gros (commerce interentreprises) de fruits et légumes,Commerce de gros (commerce interentreprises) de fruits et légumes
G46.32A - Commerce de gros (commerce interentreprises) de viandes de boucherie,Commerce de gros (commerce interentreprises) de viandes de boucherie
G46.32B - Commerce de gros (commerce interentreprises) de produits à base de viande,Commerce de gros (commerce interentreprises) de produits à base de viande
G46.32C - Commerce de gros (commerce interentreprises) de volailles et gibier,Commerce de gros (commerce interentreprises) de volailles et gibier
"G46.33Z - Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles","Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles"
G46.34Z - Commerce de gros (commerce interentreprises) de boissons,Commerce de gros (commerce interentreprises) de boissons
G46.35Z - Commerce de gros (commerce interentreprises) de produits à base de tabac,Commerce de gros (commerce interentreprises) de produits à base de tabac
"G46.36Z - Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie","Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie"
"G46.37Z - Commerce de gros (commerce interentreprises) de café, thé, cacao et épices","Commerce de gros (commerce interentreprises) de café, thé, cacao et épices"
"G46.38A - Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques","Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques"
G46.38B - Commerce de gros (commerce interentreprises) alimentaire spécialisé divers,Commerce de gros (commerce interentreprises) alimentaire spécialisé divers
G46.39A - Commerce de gros (commerce interentreprises) de produits surgelés,Commerce de gros (commerce interentreprises) de produits surgelés
G46.39B - Commerce de gros (commerce interentreprises) alimentaire non spécialisé,Commerce de gros (commerce interentreprises) alimentaire non spécialisé
G46.41Z - Commerce de gros (commerce interentreprises) de textiles,Commerce de gros (commerce interentreprises) de textiles
G46.42Z - Commerce de gros (commerce interentreprises) d'habillement et de chaussures,Commerce de gros (commerce interentreprises) d'habillement et de chaussures
G46.43Z - Commerce de gros (commerce interentreprises) d'appareils électroménagers,Commerce de gros (commerce interentreprises) d'appareils électroménagers
"G46.44Z - Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien","Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien"
G46.45Z - Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté,Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté
G46.46Z - Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros (commerce interentreprises) de produits pharmaceutiques
"G46.47Z - Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage","Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage"
G46.48Z - Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie,Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie
G46.49Z - Commerce de gros (commerce interentreprises) d'autres biens domestiques,Commerce de gros (commerce interentreprises) d'autres biens domestiques
"G46.51Z - Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels","Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels"
G46.52Z - Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication,Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication
G46.61Z - Commerce de gros (commerce interentreprises) de matériel agricole,Commerce de gros (commerce interentreprises) de matériel agricole
G46.62Z - Commerce de gros (commerce interentreprises) de machines-outils,Commerce de gros (commerce interentreprises) de machines-outils
"G46.63Z - Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil","Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil"
G46.64Z - Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement,Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement
G46.65Z - Commerce de gros (commerce interentreprises) de mobilier de bureau,Commerce de gros (commerce interentreprises) de mobilier de bureau
G46.66Z - Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau,Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau
G46.69A - Commerce de gros (commerce interentreprises) de matériel électrique,Commerce de gros (commerce interentreprises) de matériel électrique
G46.69B - Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers
G46.69C - Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services,Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services
G46.71Z - Commerce de gros (commerce interentreprises) de combustibles et de produits annexes,Commerce de gros (commerce interentreprises) de combustibles et de produits annexes
G46.72Z - Commerce de gros (commerce interentreprises) de minerais et métaux,Commerce de gros (commerce interentreprises) de minerais et métaux
G46.73A - Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction
G46.73B - Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration
G46.74A - Commerce de gros (commerce interentreprises) de quincaillerie,Commerce de gros (commerce interentreprises) de quincaillerie
G46.74B - Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage,Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage
G46.75Z - Commerce de gros (commerce interentreprises) de produits chimiques,Commerce de gros (commerce interentreprises) de produits chimiques
G46.76Z - Commerce de gros (commerce interentreprises) d'autres produits intermédiaires,Commerce de gros (commerce interentreprises) d'autres produits intermédiaires
G46.77Z - Commerce de gros (commerce interentreprises) de déchets et débris,Commerce de gros (commerce interentreprises) de déchets et débris
G46.90Z - Commerce de gros (commerce interentreprises) non spécialisé,Commerce de gros (commerce interentreprises) non spécialisé
G47.11A - Commerce de détail de produits surgelés,Commerce de détail de produits surgelés
G47.11B - Commerce d'alimentation générale,Commerce d'alimentation générale
G47.11C - Supérettes,Supérettes
G47.11D - Supermarchés,Supermarchés
G47.11E - Magasins multi-commerces,Magasins multi-commerces
G47.11F - Hypermarchés,Hypermarchés
G47.19A - Grands magasins,Grands magasins
G47.19B - Autres commerces de détail en magasin non spécialisé,Autres commerces de détail en magasin non spécialisé
G47.21Z - Commerce de détail de fruits et légumes en magasin spécialisé,Commerce de détail de fruits et légumes en magasin spécialisé
G47.22Z - Commerce de détail de viandes et de produits à base de viande en magasin spécialisé,Commerce de détail de viandes et de produits à base de viande en magasin spécialisé
"G47.23Z - Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé","Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé"
"G47.24Z - Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé","Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé"
G47.25Z - Commerce de détail de boissons en magasin spécialisé,Commerce de détail de boissons en magasin spécialisé
G47.26Z - Commerce de détail de produits à base de tabac en magasin spécialisé,Commerce de détail de produits à base de tabac en magasin spécialisé
G47.29Z - Autres commerces de détail alimentaires en magasin spécialisé,Autres commerces de détail alimentaires en magasin spécialisé
G47.30Z - Commerce de détail de carburants en magasin spécialisé,Commerce de détail de carburants en magasin spécialisé
"G47.41Z - Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé","Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé"
G47.42Z - Commerce de détail de matériels de télécommunication en magasin spécialisé,Commerce de détail de matériels de télécommunication en magasin spécialisé
G47.43Z - Commerce de détail de matériels audio et vidéo en magasin spécialisé,Commerce de détail de matériels audio et vidéo en magasin spécialisé
G47.51Z - Commerce de détail de textiles en magasin spécialisé,Commerce de détail de textiles en magasin spécialisé
"G47.52A - Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m²)","Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m²)"
"G47.52B - Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m² et plus)","Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m² et plus)"
"G47.53Z - Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé","Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé"
G47.54Z - Commerce de détail d'appareils électroménagers en magasin spécialisé,Commerce de détail d'appareils électroménagers en magasin spécialisé
G47.59A - Commerce de détail de meubles,Commerce de détail de meubles
G47.59B - Commerce de détail d'autres équipements du foyer,Commerce de détail d'autres équipements du foyer
G47.61Z - Commerce de détail de livres en magasin spécialisé,Commerce de détail de livres en magasin spécialisé
G47.62Z - Commerce de détail de journaux et papeterie en magasin spécialisé,Commerce de détail de journaux et papeterie en magasin spécialisé
G47.63Z - Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé,Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé
G47.64Z - Commerce de détail d'articles de sport en magasin spécialisé,Commerce de détail d'articles de sport en magasin spécialisé
G47.65Z - Commerce de détail de jeux et jouets en magasin spécialisé,Commerce de détail de jeux et jouets en magasin spécialisé
G47.71Z - Commerce de détail d'habillement en magasin spécialisé,Commerce de détail d'habillement en magasin spécialisé
G47.72A - Commerce de détail de la chaussure,Commerce de détail de la chaussure
G47.72B - Commerce de détail de maroquinerie et d'articles de voyage,Commerce de détail de maroquinerie et d'articles de voyage
G47.73Z - Commerce de détail de produits pharmaceutiques en magasin spécialisé,Commerce de détail de produits pharmaceutiques en magasin spécialisé
G47.74Z - Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé,Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé
G47.75Z - Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé,Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé
"G47.76Z - Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé","Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé"
G47.77Z - Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé
G47.78A - Commerces de détail d'optique,Commerces de détail d'optique
G47.78B - Commerces de détail de charbons et combustibles,Commerces de détail de charbons et combustibles
G47.78C - Autres commerces de détail spécialisés divers,Autres commerces de détail spécialisés divers
G47.79Z - Commerce de détail de biens d'occasion en magasin,Commerce de détail de biens d'occasion en magasin
G47.81Z - Commerce de détail alimentaire sur éventaires et marchés,Commerce de détail alimentaire sur éventaires et marchés
"G47.82Z - Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés","Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés"
G47.89Z - Autres commerces de détail sur éventaires et marchés,Autres commerces de détail sur éventaires et marchés
G47.91A - Vente à distance sur catalogue général,Vente à distance sur catalogue général
G47.91B - Vente à distance sur catalogue spécialisé,Vente à distance sur catalogue spécialisé
G47.99A - Vente à domicile,Vente à domicile
"G47.99B - Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a.","Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a."
H49.10Z - Transport ferroviaire interurbain de voyageurs,Transport ferroviaire interurbain de voyageurs
H49.20Z - Transports ferroviaires de fret,Transports ferroviaires de fret
H49.31Z - Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs
H49.32Z - Transports de voyageurs par taxis,Transports de voyageurs par taxis
H49.39A - Transports routiers réguliers de voyageurs,Transports routiers réguliers de voyageurs
H49.39B - Autres transports routiers de voyageurs,Autres transports routiers de voyageurs
H49.39C - Téléphériques et remontées mécaniques,Téléphériques et remontées mécaniques
H49.41A - Transports routiers de fret interurbains,Transports routiers de fret interurbains
H49.41B - Transports routiers de fret de proximité,Transports routiers de fret de proximité
H49.41C - Location de camions avec chauffeur,Location de camions avec chauffeur
H49.42Z - Services de déménagement,Services de déménagement
H49.50Z - Transports par conduites,Transports par conduites
H50.10Z - Transports maritimes et côtiers de passagers,Transports maritimes et côtiers de passagers
H50.20Z - Transports maritimes et côtiers de fret,Transports maritimes et côtiers de fret
H50.30Z - Transports fluviaux de passagers,Transports fluviaux de passagers
H50.40Z - Transports fluviaux de fret,Transports fluviaux de fret
H51.10Z - Transports aériens de passagers,Transports aériens de passagers
H51.21Z - Transports aériens de fret,Transports aériens de fret
H51.22Z - Transports spatiaux,Transports spatiaux
H52.10A - Entreposage et stockage frigorifique,Entreposage et stockage frigorifique
H52.10B - Entreposage et stockage non frigorifique,Entreposage et stockage non frigorifique
H52.21Z - Services auxiliaires des transports terrestres,Services auxiliaires des transports terrestres
H52.22Z - Services auxiliaires des transports par eau,Services auxiliaires des transports par eau
H52.23Z - Services auxiliaires des transports aériens,Services auxiliaires des transports aériens
H52.24A - Manutention portuaire,Manutention portuaire
H52.24B - Manutention non portuaire,Manutention non portuaire
"H52.29A - Messagerie, fret express","Messagerie, fret express"
H52.29B - Affrètement et organisation des transports,Affrètement et organisation des transports
H53.10Z - Activités de poste dans le cadre d'une obligation de service universel,Activités de poste dans le cadre d'une obligation de service universel
H53.20Z - Autres activités de poste et de courrier,Autres activités de poste et de courrier
I55.10Z - Hôtels et hébergement similaire,Hôtels et hébergement similaire
I55.20Z - Hébergement touristique et autre hébergement de courte durée,Hébergement touristique et autre hébergement de courte durée
I55.30Z - Terrains de camping et parcs pour caravanes ou véhicules de loisirs,Terrains de camping et parcs pour caravanes ou véhicules de loisirs
I55.90Z - Autres hébergements,Autres hébergements
I56.10A - Restauration traditionnelle,Restauration traditionnelle
I56.10B - Cafétérias et autres libres-services,Cafétérias et autres libres-services
I56.10C - Restauration de type rapide,Restauration de type rapide
I56.21Z - Services des traiteurs,Services des traiteurs
I56.29A - Restauration collective sous contrat,Restauration collective sous contrat
I56.29B - Autres services de restauration n.c.a.,Autres services de restauration n.c.a.
I56.30Z - Débits de boissons,Débits de boissons
J58.11Z - Édition de livres,Édition de livres
J58.12Z - Édition de répertoires et de fichiers d'adresses,Édition de répertoires et de fichiers d'adresses
J58.13Z - Édition de journaux,Édition de journaux
J58.14Z - Édition de revues et périodiques,Édition de revues et périodiques
J58.19Z - Autres activités d'édition,Autres activités d'édition
J58.21Z - Édition de jeux électroniques,Édition de jeux électroniques
J58.29A - Édition de logiciels système et de réseau,Édition de logiciels système et de réseau
J58.29B - Édition de logiciels outils de développement et de langages,Édition de logiciels outils de développement et de langages
J58.29C - Édition de logiciels applicatifs,Édition de logiciels applicatifs
J59.11A - Production de films et de programmes pour la télévision,Production de films et de programmes pour la télévision
J59.11B - Production de films institutionnels et publicitaires,Production de films institutionnels et publicitaires
J59.11C - Production de films pour le cinéma,Production de films pour le cinéma
"J59.12Z - Post-production de films cinématographiques, de vidéo et de programmes de télévision","Post-production de films cinématographiques, de vidéo et de programmes de télévision"
J59.13A - Distribution de films cinématographiques,Distribution de films cinématographiques
J59.13B - Édition et distribution vidéo,Édition et distribution vidéo
J59.14Z - Projection de films cinématographiques,Projection de films cinématographiques
J59.20Z - Enregistrement sonore et édition musicale,Enregistrement sonore et édition musicale
J60.10Z - Édition et diffusion de programmes radio,Édition et diffusion de programmes radio
J60.20A - Édition de chaînes généralistes,Édition de chaînes généralistes
J60.20B - Édition de chaînes thématiques,Édition de chaînes thématiques
J61.10Z - Télécommunications filaires,Télécommunications filaires
J61.20Z - Télécommunications sans fil,Télécommunications sans fil
J61.30Z - Télécommunications par satellite,Télécommunications par satellite
J61.90Z - Autres activités de télécommunication,Autres activités de télécommunication
J62.01Z - Programmation informatique,Programmation informatique
J62.02A - Conseil en systèmes et logiciels informatiques,Conseil en systèmes et logiciels informatiques
J62.02B - Tierce maintenance de systèmes et d'applications informatiques,Tierce maintenance de systèmes et d'applications informatiques
J62.03Z - Gestion d'installations informatiques,Gestion d'installations informatiques
J62.09Z - Autres activités informatiques,Autres activités informatiques
"J63.11Z - Traitement de données, hébergement et activités connexes","Traitement de données, hébergement et activités connexes"
J63.12Z - Portails Internet,Portails Internet
J63.91Z - Activités des agences de presse,Activités des agences de presse
J63.99Z - Autres services d'information n.c.a.,Autres services d'information n.c.a.
K64.11Z - Activités de banque centrale,Activités de banque centrale
K64.19Z - Autres intermédiations monétaires,Autres intermédiations monétaires
K64.20Z - Activités des sociétés holding,Activités des sociétés holding
K64.30Z - Fonds de placement et entités financières similaires,Fonds de placement et entités financières similaires
K64.91Z - Crédit-bail,Crédit-bail
K64.92Z - Autre distribution de crédit,Autre distribution de crédit
"K64.99Z - Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.","Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a."
K65.11Z - Assurance vie,Assurance vie
K65.12Z - Autres assurances,Autres assurances
K65.20Z - Réassurance,Réassurance
K65.30Z - Caisses de retraite,Caisses de retraite
K66.11Z - Administration de marchés financiers,Administration de marchés financiers
K66.12Z - Courtage de valeurs mobilières et de marchandises,Courtage de valeurs mobilières et de marchandises
K66.19A - Supports juridiques de gestion de patrimoine mobilier,Supports juridiques de gestion de patrimoine mobilier
"K66.19B - Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.","Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a."
K66.21Z - Évaluation des risques et dommages,Évaluation des risques et dommages
K66.22Z - Activités des agents et courtiers d'assurances,Activités des agents et courtiers d'assurances
K66.29Z - Autres activités auxiliaires d'assurance et de caisses de retraite,Autres activités auxiliaires d'assurance et de caisses de retraite
K66.30Z - Gestion de fonds,Gestion de fonds
L68.10Z - Activités des marchands de biens immobiliers,Activités des marchands de biens immobiliers
L68.20A - Location de logements,Location de logements
L68.20B - Location de terrains et d'autres biens immobiliers,Location de terrains et d'autres biens immobiliers
L68.31Z - Agences immobilières,Agences immobilières
L68.32A - Administration d'immeubles et autres biens immobiliers,Administration d'immeubles et autres biens immobiliers
L68.32B - Supports juridiques de gestion de patrimoine immobilier,Supports juridiques de gestion de patrimoine immobilier
M69.10Z - Activités juridiques,Activités juridiques
M69.20Z - Activités comptables,Activités comptables
M70.10Z - Activités des sièges sociaux,Activités des sièges sociaux
M70.21Z - Conseil en relations publiques et communication,Conseil en relations publiques et communication
M70.22Z - Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion
M71.11Z - Activités d'architecture,Activités d'architecture
M71.12A - Activité des géomètres,Activité des géomètres
"M71.12B - Ingénierie, études techniques","Ingénierie, études techniques"
M71.20A - Contrôle technique automobile,Contrôle technique automobile
"M71.20B - Analyses, essais et inspections techniques","Analyses, essais et inspections techniques"
M72.11Z - Recherche-développement en biotechnologie,Recherche-développement en biotechnologie
M72.19Z - Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en autres sciences physiques et naturelles
M72.20Z - Recherche-développement en sciences humaines et sociales,Recherche-développement en sciences humaines et sociales
M73.11Z - Activités des agences de publicité,Activités des agences de publicité
M73.12Z - Régie publicitaire de médias,Régie publicitaire de médias
M73.20Z - Études de marché et sondages,Études de marché et sondages
M74.10Z - Activités spécialisées de design,Activités spécialisées de design
M74.20Z - Activités photographiques,Activités photographiques
M74.30Z - Traduction et interprétation,Traduction et interprétation
M74.90A - Activité des économistes de la construction,Activité des économistes de la construction
"M74.90B - Activités spécialisées, scientifiques et techniques diverses","Activités spécialisées, scientifiques et techniques diverses"
M75.00Z - Activités vétérinaires,Activités vétérinaires
N77.11A - Location de courte durée de voitures et de véhicules automobiles légers,Location de courte durée de voitures et de véhicules automobiles légers
N77.11B - Location de longue durée de voitures et de véhicules automobiles légers,Location de longue durée de voitures et de véhicules automobiles légers
N77.12Z - Location et location-bail de camions,Location et location-bail de camions
N77.21Z - Location et location-bail d'articles de loisirs et de sport,Location et location-bail d'articles de loisirs et de sport
N77.22Z - Location de vidéocassettes et disques vidéo,Location de vidéocassettes et disques vidéo
N77.29Z - Location et location-bail d'autres biens personnels et domestiques,Location et location-bail d'autres biens personnels et domestiques
N77.31Z - Location et location-bail de machines et équipements agricoles,Location et location-bail de machines et équipements agricoles
N77.32Z - Location et location-bail de machines et équipements pour la construction,Location et location-bail de machines et équipements pour la construction
N77.33Z - Location et location-bail de machines de bureau et de matériel informatique,Location et location-bail de machines de bureau et de matériel informatique
N77.34Z - Location et location-bail de matériels de transport par eau,Location et location-bail de matériels de transport par eau
N77.35Z - Location et location-bail de matériels de transport aérien,Location et location-bail de matériels de transport aérien
"N77.39Z - Location et location-bail d'autres machines, équipements et biens matériels n.c.a.","Location et location-bail d'autres machines, équipements et biens matériels n.c.a."
"N77.40Z - Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright","Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright"
N78.10Z - Activités des agences de placement de main-d'œuvre,Activités des agences de placement de main-d'œuvre
N78.20Z - Activités des agences de travail temporaire,Activités des agences de travail temporaire
N78.30Z - Autre mise à disposition de ressources humaines,Autre mise à disposition de ressources humaines
N79.11Z - Activités des agences de voyage,Activités des agences de voyage
N79.12Z - Activités des voyagistes,Activités des voyagistes
N79.90Z - Autres services de réservation et activités connexes,Autres services de réservation et activités connexes
N80.10Z - Activités de sécurité privée,Activités de sécurité privée
N80.20Z - Activités liées aux systèmes de sécurité,Activités liées aux systèmes de sécurité
N80.30Z - Activités d'enquête,Activités d'enquête
N81.10Z - Activités combinées de soutien lié aux bâtiments,Activités combinées de soutien lié aux bâtiments
N81.21Z - Nettoyage courant des bâtiments,Nettoyage courant des bâtiments
N81.22Z - Autres activités de nettoyage des bâtiments et nettoyage industriel,Autres activités de nettoyage des bâtiments et nettoyage industriel
"N81.29A - Désinfection, désinsectisation, dératisation","Désinfection, désinsectisation, dératisation"
N81.29B - Autres activités de nettoyage n.c.a.,Autres activités de nettoyage n.c.a.
N81.30Z - Services d'aménagement paysager,Services d'aménagement paysager
N82.11Z - Services administratifs combinés de bureau,Services administratifs combinés de bureau
"N82.19Z - Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau","Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau"
N82.20Z - Activités de centres d'appels,Activités de centres d'appels
"N82.30Z - Organisation de foires, salons professionnels et congrès","Organisation de foires, salons professionnels et congrès"
N82.91Z - Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle,Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle
N82.92Z - Activités de conditionnement,Activités de conditionnement
N82.99Z - Autres activités de soutien aux entreprises n.c.a.,Autres activités de soutien aux entreprises n.c.a.
O84.11Z - Administration publique générale,Administration publique générale
"O84.12Z - Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale","Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
O84.13Z - Administration publique (tutelle) des activités économiques,Administration publique (tutelle) des activités économiques
O84.21Z - Affaires étrangères,Affaires étrangères
O84.22Z - Défense,Défense
